yyyymmdd,team,oppt,is_home
20150526,LAD,ATL,1
20150527,LAD,ATL,1
20150528,LAD,,
20150529,LAD,STL,0
20150530,LAD,STL,0
20150531,LAD,STL,0
20150601,LAD,COL,0
20150602,LAD,COL,0
20150603,LAD,COL,0
20150604,LAD,STL,1
20150605,LAD,STL,1
20150606,LAD,STL,1
20150607,LAD,STL,1
20150608,LAD,ARI,1
20150609,LAD,ARI,1
20150610,LAD,ARI,1
20150611,LAD,,
20150612,LAD,SD,0
20150613,LAD,SD,0
20150614,LAD,SD,0
20150615,LAD,TEX,0
20150616,LAD,TEX,0
20150617,LAD,TEX,1
20150618,LAD,TEX,1
20150619,LAD,SF,1
20150620,LAD,SF,1
20150621,LAD,SF,1
20150622,LAD,CHC,0
20150623,LAD,CHC,0
20150624,LAD,CHC,0
20150625,LAD,CHC,0
20150626,LAD,MIA,0
20150627,LAD,MIA,0
20150628,LAD,MIA,0
20150629,LAD,ARI,0
20150630,LAD,ARI,0
20150701,LAD,ARI,0
20150702,LAD,,
20150703,LAD,NYM,1
20150704,LAD,NYM,1
20150705,LAD,NYM,1
20150706,LAD,PHI,1
20150707,LAD,PHI,1
20150708,LAD,PHI,1
20150709,LAD,PHI,1
20150710,LAD,MIL,1
20150711,LAD,MIL,1
20150712,LAD,MIL,1
20150713,LAD,,
20150714,LAD,,
20150715,LAD,,
20150716,LAD,,
20150717,LAD,WSH,0
20150718,LAD,WSH,0
20150719,LAD,WSH,0
20150720,LAD,ATL,0
20150721,LAD,ATL,0
20150722,LAD,ATL,0
20150723,LAD,NYM,0
20150724,LAD,NYM,0
20150725,LAD,NYM,0
20150726,LAD,NYM,0
20150727,LAD,,
20150728,LAD,OAK,1
20150729,LAD,OAK,1
20150730,LAD,,
20150731,LAD,LAA,1
20150801,LAD,LAA,1
20150802,LAD,LAA,1
20150803,LAD,,
20150804,LAD,PHI,0
20150805,LAD,PHI,0
20150806,LAD,PHI,0
20150807,LAD,PIT,0
20150808,LAD,PIT,0
20150809,LAD,PIT,0
20150810,LAD,WSH,1
20150811,LAD,WSH,1
20150812,LAD,WSH,1
20150813,LAD,CIN,1
20150814,LAD,CIN,1
20150815,LAD,CIN,1
20150816,LAD,CIN,1
20150817,LAD,,
20150818,LAD,OAK,0
20150819,LAD,OAK,0
20150820,LAD,,
20150821,LAD,HOU,0
20150822,LAD,HOU,0
20150823,LAD,HOU,0
20150824,LAD,,
20150825,LAD,CIN,0
20150826,LAD,CIN,0
20150827,LAD,CIN,0
20150828,LAD,CHC,1
20150829,LAD,CHC,1
20150830,LAD,CHC,1
20150831,LAD,SF,1
20150901,LAD,SF,1
20150902,LAD,SF,1
20150903,LAD,SD,0
20150904,LAD,SD,0
20150905,LAD,SD,0
20150906,LAD,SD,0
20150907,LAD,LAA,0
20150908,LAD,LAA,0
20150909,LAD,LAA,0
20150910,LAD,,
20150911,LAD,ARI,0
20150912,LAD,ARI,0
20150913,LAD,ARI,0
20150914,LAD,COL,1
20150915,LAD,COL,1
20150916,LAD,COL,1
20150917,LAD,,
20150918,LAD,PIT,1
20150919,LAD,PIT,1
20150920,LAD,PIT,1
20150921,LAD,ARI,1
20150922,LAD,ARI,1
20150923,LAD,ARI,1
20150924,LAD,ARI,1
20150925,LAD,COL,0
20150926,LAD,COL,0
20150927,LAD,COL,0
20150928,LAD,SF,0
20150929,LAD,SF,0
20150930,LAD,SF,0
20151001,LAD,SF,0
20151002,LAD,SD,1
20151003,LAD,SD,1
20151004,LAD,SD,1
20150405,MIL,,
20150406,MIL,COL,1
20150407,MIL,COL,1
20150408,MIL,COL,1
20150409,MIL,,
20150410,MIL,PIT,1
20150411,MIL,PIT,1
20150412,MIL,PIT,1
20150413,MIL,STL,0
20150414,MIL,,
20150415,MIL,STL,0
20150416,MIL,STL,0
20150417,MIL,PIT,0
20150418,MIL,PIT,0
20150419,MIL,PIT,0
20150420,MIL,CIN,1
20150421,MIL,CIN,1
20150422,MIL,CIN,1
20150423,MIL,CIN,1
20150424,MIL,STL,1
20150425,MIL,STL,1
20150426,MIL,STL,1
20150427,MIL,CIN,0
20150428,MIL,CIN,0
20150429,MIL,CIN,0
20150430,MIL,,
20150501,MIL,CHC,0
20150502,MIL,CHC,0
20150503,MIL,CHC,0
20150504,MIL,LAD,1
20150505,MIL,LAD,1
20150506,MIL,LAD,1
20150507,MIL,LAD,1
20150508,MIL,CHC,1
20150509,MIL,CHC,1
20150510,MIL,CHC,1
20150511,MIL,CWS,1
20150512,MIL,CWS,1
20150513,MIL,CWS,1
20150514,MIL,,
20150515,MIL,NYM,0
20150516,MIL,NYM,0
20150517,MIL,NYM,0
20150518,MIL,DET,0
20150519,MIL,DET,0
20150520,MIL,DET,0
20150521,MIL,ATL,0
20150522,MIL,ATL,0
20150523,MIL,ATL,0
20150524,MIL,ATL,0
20150525,MIL,SF,1
20150526,MIL,SF,1
20150527,MIL,SF,1
20150528,MIL,,
20150529,MIL,ARI,1
20150530,MIL,ARI,1
20150531,MIL,ARI,1
20150601,MIL,STL,0
20150602,MIL,STL,0
20150603,MIL,STL,0
20150604,MIL,,
20150605,MIL,MIN,0
20150606,MIL,MIN,0
20150607,MIL,MIN,0
20150608,MIL,PIT,0
20150609,MIL,PIT,0
20150610,MIL,PIT,0
20150611,MIL,WSH,1
20150612,MIL,WSH,1
20150613,MIL,WSH,1
20150614,MIL,WSH,1
20150615,MIL,KC,1
20150616,MIL,KC,1
20150617,MIL,KC,0
20150618,MIL,KC,0
20150619,MIL,COL,0
20150620,MIL,COL,0
20150621,MIL,COL,0
20150622,MIL,,
20150623,MIL,NYM,1
20150624,MIL,NYM,1
20150625,MIL,NYM,1
20150626,MIL,MIN,1
20150627,MIL,MIN,1
20150628,MIL,MIN,1
20150629,MIL,PHI,0
20150630,MIL,PHI,0
20150701,MIL,PHI,0
20150702,MIL,PHI,0
20150703,MIL,CIN,0
20150704,MIL,CIN,0
20150705,MIL,CIN,0
20150706,MIL,ATL,1
20150707,MIL,ATL,1
20150708,MIL,ATL,1
20150709,MIL,,
20150710,MIL,LAD,0
20150711,MIL,LAD,0
20150712,MIL,LAD,0
20150713,MIL,,
20150714,MIL,,
20150715,MIL,,
20150716,MIL,,
20150717,MIL,PIT,1
20150718,MIL,PIT,1
20150719,MIL,PIT,1
20150720,MIL,,
20150721,MIL,CLE,1
20150722,MIL,CLE,1
20150723,MIL,ARI,0
20150724,MIL,ARI,0
20150725,MIL,ARI,0
20150726,MIL,ARI,0
20150727,MIL,SF,0
20150728,MIL,SF,0
20150729,MIL,SF,0
20150730,MIL,CHC,1
20150731,MIL,CHC,1
20150801,MIL,CHC,1
20150802,MIL,CHC,1
20150803,MIL,SD,1
20150804,MIL,SD,1
20150805,MIL,SD,1
20150806,MIL,SD,1
20150807,MIL,STL,1
20150808,MIL,STL,1
20150809,MIL,STL,1
20150810,MIL,,
20150811,MIL,CHC,0
20150812,MIL,CHC,0
20150813,MIL,CHC,0
20150814,MIL,PHI,1
20150815,MIL,PHI,1
20150816,MIL,PHI,1
20150817,MIL,MIA,1
20150818,MIL,MIA,1
20150819,MIL,MIA,1
20150820,MIL,,
20150821,MIL,WSH,0
20150822,MIL,WSH,0
20150823,MIL,WSH,0
20150824,MIL,,
20150825,MIL,CLE,0
20150826,MIL,CLE,0
20150827,MIL,,
20150828,MIL,CIN,1
20150829,MIL,CIN,1
20150830,MIL,CIN,1
20150831,MIL,,
20150901,MIL,PIT,1
20150902,MIL,PIT,1
20150903,MIL,PIT,1
20150904,MIL,CIN,0
20150905,MIL,CIN,0
20150906,MIL,CIN,0
20150907,MIL,MIA,0
20150908,MIL,MIA,0
20150909,MIL,MIA,0
20150910,MIL,PIT,0
20150911,MIL,PIT,0
20150912,MIL,PIT,0
20150913,MIL,PIT,0
20150914,MIL,,
20150915,MIL,STL,1
20150916,MIL,STL,1
20150917,MIL,STL,1
20150918,MIL,CIN,1
20150919,MIL,CIN,1
20150920,MIL,CIN,1
20150921,MIL,CHC,0
20150922,MIL,CHC,0
20150923,MIL,CHC,0
20150924,MIL,STL,0
20150925,MIL,STL,0
20150926,MIL,STL,0
20150927,MIL,STL,0
20150928,MIL,,
20150929,MIL,SD,0
20150930,MIL,SD,0
20151001,MIL,SD,0
20151002,MIL,CHC,1
20151003,MIL,CHC,1
20151004,MIL,CHC,1
20150405,NYM,,
20150406,NYM,WSH,0
20150407,NYM,,
20150408,NYM,WSH,0
20150409,NYM,WSH,0
20150410,NYM,ATL,0
20150411,NYM,ATL,0
20150412,NYM,ATL,0
20150413,NYM,PHI,1
20150414,NYM,PHI,1
20150415,NYM,PHI,1
20150416,NYM,MIA,1
20150417,NYM,MIA,1
20150418,NYM,MIA,1
20150419,NYM,MIA,1
20150420,NYM,,
20150421,NYM,ATL,1
20150422,NYM,ATL,1
20150423,NYM,ATL,1
20150424,NYM,NYY,0
20150425,NYM,NYY,0
20150426,NYM,NYY,0
20150427,NYM,MIA,0
20150428,NYM,MIA,0
20150429,NYM,MIA,0
20150430,NYM,WSH,1
20150501,NYM,WSH,1
20150502,NYM,WSH,1
20150503,NYM,WSH,1
20150504,NYM,,
20150505,NYM,BAL,1
20150506,NYM,BAL,1
20150507,NYM,,
20150508,NYM,PHI,0
20150509,NYM,PHI,0
20150510,NYM,PHI,0
20150511,NYM,CHC,0
20150512,NYM,CHC,0
20150513,NYM,CHC,0
20150514,NYM,CHC,0
20150515,NYM,MIL,1
20150516,NYM,MIL,1
20150517,NYM,MIL,1
20150518,NYM,STL,1
20150519,NYM,STL,1
20150520,NYM,STL,1
20150521,NYM,STL,1
20150522,NYM,PIT,0
20150523,NYM,PIT,0
20150524,NYM,PIT,0
20150525,NYM,PHI,1
20150526,NYM,PHI,1
20150527,NYM,PHI,1
20150528,NYM,,
20150529,NYM,MIA,1
20150530,NYM,MIA,1
20150531,NYM,MIA,1
20150601,NYM,SD,0
20150602,NYM,SD,0
20150603,NYM,SD,0
20150604,NYM,ARI,0
20150605,NYM,ARI,0
20150606,NYM,ARI,0
20150607,NYM,ARI,0
20150608,NYM,,
20150609,NYM,SF,1
20150610,NYM,SF,1
20150611,NYM,SF,1
20150612,NYM,ATL,1
20150613,NYM,ATL,1
20150614,NYM,ATL,1
20150615,NYM,TOR,1
20150616,NYM,TOR,1
20150617,NYM,TOR,0
20150618,NYM,TOR,0
20150619,NYM,ATL,0
20150620,NYM,ATL,0
20150621,NYM,ATL,0
20150622,NYM,,
20150623,NYM,MIL,0
20150624,NYM,MIL,0
20150625,NYM,MIL,0
20150626,NYM,CIN,1
20150627,NYM,CIN,1
20150628,NYM,CIN,1
20150629,NYM,,
20150630,NYM,CHC,1
20150701,NYM,CHC,1
20150702,NYM,CHC,1
20150703,NYM,LAD,0
20150704,NYM,LAD,0
20150705,NYM,LAD,0
20150706,NYM,SF,0
20150707,NYM,SF,0
20150708,NYM,SF,0
20150709,NYM,,
20150710,NYM,ARI,1
20150711,NYM,ARI,1
20150712,NYM,ARI,1
20150713,NYM,,
20150714,NYM,,
20150715,NYM,,
20150716,NYM,,
20150717,NYM,STL,0
20150718,NYM,STL,0
20150719,NYM,STL,0
20150720,NYM,WSH,0
20150721,NYM,WSH,0
20150722,NYM,WSH,0
20150723,NYM,LAD,1
20150724,NYM,LAD,1
20150725,NYM,LAD,1
20150726,NYM,LAD,1
20150727,NYM,,
20150728,NYM,SD,1
20150729,NYM,SD,1
20150730,NYM,SD,1
20150731,NYM,WSH,1
20150801,NYM,WSH,1
20150802,NYM,WSH,1
20150803,NYM,MIA,0
20150804,NYM,MIA,0
20150805,NYM,MIA,0
20150806,NYM,,
20150807,NYM,TB,0
20150808,NYM,TB,0
20150809,NYM,TB,0
20150810,NYM,COL,1
20150811,NYM,COL,1
20150812,NYM,COL,1
20150813,NYM,COL,1
20150814,NYM,PIT,1
20150815,NYM,PIT,1
20150816,NYM,PIT,1
20150817,NYM,,
20150818,NYM,BAL,0
20150819,NYM,BAL,0
20150820,NYM,,
20150821,NYM,COL,0
20150822,NYM,COL,0
20150823,NYM,COL,0
20150824,NYM,PHI,0
20150825,NYM,PHI,0
20150826,NYM,PHI,0
20150827,NYM,PHI,0
20150828,NYM,BOS,1
20150829,NYM,BOS,1
20150830,NYM,BOS,1
20150831,NYM,PHI,1
20150901,NYM,PHI,1
20150902,NYM,PHI,1
20150903,NYM,,
20150904,NYM,MIA,0
20150905,NYM,MIA,0
20150906,NYM,MIA,0
20150907,NYM,WSH,0
20150908,NYM,WSH,0
20150909,NYM,WSH,0
20150910,NYM,ATL,0
20150911,NYM,ATL,0
20150912,NYM,ATL,0
20150913,NYM,ATL,0
20150914,NYM,MIA,1
20150915,NYM,MIA,1
20150916,NYM,MIA,1
20150917,NYM,,
20150918,NYM,NYY,1
20150919,NYM,NYY,1
20150920,NYM,NYY,1
20150921,NYM,ATL,1
20150922,NYM,ATL,1
20150923,NYM,ATL,1
20150924,NYM,CIN,0
20150925,NYM,CIN,0
20150926,NYM,CIN,0
20150927,NYM,CIN,0
20150928,NYM,,
20150929,NYM,PHI,0
20150930,NYM,PHI,0
20151001,NYM,PHI,0
20151002,NYM,WSH,1
20151003,NYM,WSH,1
20151004,NYM,WSH,1
20150405,PHI,,
20150406,PHI,BOS,1
20150407,PHI,,
20150408,PHI,BOS,1
20150409,PHI,BOS,1
20150410,PHI,WSH,1
20150411,PHI,WSH,1
20150412,PHI,WSH,1
20150413,PHI,NYM,0
20150414,PHI,NYM,0
20150415,PHI,NYM,0
20150416,PHI,WSH,0
20150417,PHI,WSH,0
20150418,PHI,WSH,0
20150419,PHI,WSH,0
20150420,PHI,,
20150421,PHI,MIA,1
20150422,PHI,MIA,1
20150423,PHI,MIA,1
20150424,PHI,ATL,1
20150425,PHI,ATL,1
20150426,PHI,ATL,1
20150427,PHI,STL,0
20150428,PHI,STL,0
20150429,PHI,STL,0
20150430,PHI,STL,0
20150501,PHI,MIA,0
20150502,PHI,MIA,0
20150503,PHI,MIA,0
20150504,PHI,ATL,0
20150505,PHI,ATL,0
20150506,PHI,ATL,0
20150507,PHI,,
20150508,PHI,NYM,1
20150509,PHI,NYM,1
20150510,PHI,NYM,1
20150511,PHI,PIT,1
20150512,PHI,PIT,1
20150513,PHI,PIT,1
20150514,PHI,PIT,1
20150515,PHI,ARI,1
20150516,PHI,ARI,1
20150517,PHI,ARI,1
20150518,PHI,COL,0
20150519,PHI,COL,0
20150520,PHI,COL,0
20150521,PHI,COL,0
20150522,PHI,WSH,0
20150523,PHI,WSH,0
20150524,PHI,WSH,0
20150525,PHI,NYM,0
20150526,PHI,NYM,0
20150527,PHI,NYM,0
20150528,PHI,,
20150529,PHI,COL,1
20150530,PHI,COL,1
20150531,PHI,COL,1
20150601,PHI,,
20150602,PHI,CIN,1
20150603,PHI,CIN,1
20150604,PHI,CIN,1
20150605,PHI,SF,1
20150606,PHI,SF,1
20150607,PHI,SF,1
20150608,PHI,CIN,0
20150609,PHI,CIN,0
20150610,PHI,CIN,0
20150611,PHI,,
20150612,PHI,PIT,0
20150613,PHI,PIT,0
20150614,PHI,PIT,0
20150615,PHI,BAL,0
20150616,PHI,BAL,0
20150617,PHI,BAL,1
20150618,PHI,BAL,1
20150619,PHI,STL,1
20150620,PHI,STL,1
20150621,PHI,STL,1
20150622,PHI,NYY,0
20150623,PHI,NYY,0
20150624,PHI,NYY,0
20150625,PHI,,
20150626,PHI,WSH,1
20150627,PHI,WSH,1
20150628,PHI,WSH,1
20150629,PHI,MIL,1
20150630,PHI,MIL,1
20150701,PHI,MIL,1
20150702,PHI,MIL,1
20150703,PHI,ATL,0
20150704,PHI,ATL,0
20150705,PHI,ATL,0
20150706,PHI,LAD,0
20150707,PHI,LAD,0
20150708,PHI,LAD,0
20150709,PHI,LAD,0
20150710,PHI,SF,0
20150711,PHI,SF,0
20150712,PHI,SF,0
20150713,PHI,,
20150714,PHI,,
20150715,PHI,,
20150716,PHI,,
20150717,PHI,MIA,1
20150718,PHI,MIA,1
20150719,PHI,MIA,1
20150720,PHI,TB,1
20150721,PHI,TB,1
20150722,PHI,TB,1
20150723,PHI,,
20150724,PHI,CHC,0
20150725,PHI,CHC,0
20150726,PHI,CHC,0
20150727,PHI,,
20150728,PHI,TOR,0
20150729,PHI,TOR,0
20150730,PHI,ATL,1
20150731,PHI,ATL,1
20150801,PHI,ATL,1
20150802,PHI,ATL,1
20150803,PHI,,
20150804,PHI,LAD,1
20150805,PHI,LAD,1
20150806,PHI,LAD,1
20150807,PHI,SD,0
20150808,PHI,SD,0
20150809,PHI,SD,0
20150810,PHI,ARI,0
20150811,PHI,ARI,0
20150812,PHI,ARI,0
20150813,PHI,,
20150814,PHI,MIL,0
20150815,PHI,MIL,0
20150816,PHI,MIL,0
20150817,PHI,,
20150818,PHI,TOR,1
20150819,PHI,TOR,1
20150820,PHI,MIA,0
20150821,PHI,MIA,0
20150822,PHI,MIA,0
20150823,PHI,MIA,0
20150824,PHI,NYM,1
20150825,PHI,NYM,1
20150826,PHI,NYM,1
20150827,PHI,NYM,1
20150828,PHI,SD,1
20150829,PHI,SD,1
20150830,PHI,SD,1
20150831,PHI,NYM,0
20150901,PHI,NYM,0
20150902,PHI,NYM,0
20150903,PHI,,
20150904,PHI,BOS,0
20150905,PHI,BOS,0
20150906,PHI,BOS,0
20150907,PHI,ATL,1
20150908,PHI,ATL,1
20150909,PHI,ATL,1
20150910,PHI,CHC,1
20150911,PHI,CHC,1
20150912,PHI,CHC,1
20150913,PHI,CHC,1
20150914,PHI,WSH,1
20150915,PHI,WSH,1
20150916,PHI,WSH,1
20150917,PHI,,
20150918,PHI,ATL,0
20150919,PHI,ATL,0
20150920,PHI,ATL,0
20150921,PHI,,
20150922,PHI,MIA,0
20150923,PHI,MIA,0
20150924,PHI,MIA,0
20150925,PHI,WSH,0
20150926,PHI,WSH,0
20150927,PHI,WSH,0
20150928,PHI,,
20150929,PHI,NYM,1
20150930,PHI,NYM,1
20151001,PHI,NYM,1
20151002,PHI,MIA,1
20151003,PHI,MIA,1
20151004,PHI,MIA,1
20150405,PIT,,
20150406,PIT,CIN,0
20150407,PIT,,
20150408,PIT,CIN,0
20150409,PIT,CIN,0
20150410,PIT,MIL,0
20150411,PIT,MIL,0
20150412,PIT,MIL,0
20150413,PIT,DET,1
20150414,PIT,DET,1
20150415,PIT,DET,1
20150416,PIT,,
20150417,PIT,MIL,1
20150418,PIT,MIL,1
20150419,PIT,MIL,1
20150420,PIT,CHC,1
20150421,PIT,CHC,1
20150422,PIT,CHC,1
20150423,PIT,CHC,1
20150424,PIT,ARI,0
20150425,PIT,ARI,0
20150426,PIT,ARI,0
20150427,PIT,CHC,0
20150428,PIT,CHC,0
20150429,PIT,CHC,0
20150430,PIT,,
20150501,PIT,STL,0
20150502,PIT,STL,0
20150503,PIT,STL,0
20150504,PIT,,
20150505,PIT,CIN,1
20150506,PIT,CIN,1
20150507,PIT,CIN,1
20150508,PIT,STL,1
20150509,PIT,STL,1
20150510,PIT,STL,1
20150511,PIT,PHI,0
20150512,PIT,PHI,0
20150513,PIT,PHI,0
20150514,PIT,PHI,0
20150515,PIT,CHC,0
20150516,PIT,CHC,0
20150517,PIT,CHC,0
20150518,PIT,,
20150519,PIT,MIN,1
20150520,PIT,MIN,1
20150521,PIT,,
20150522,PIT,NYM,1
20150523,PIT,NYM,1
20150524,PIT,NYM,1
20150525,PIT,MIA,1
20150526,PIT,MIA,1
20150527,PIT,MIA,1
20150528,PIT,SD,0
20150529,PIT,SD,0
20150530,PIT,SD,0
20150531,PIT,SD,0
20150601,PIT,SF,0
20150602,PIT,SF,0
20150603,PIT,SF,0
20150604,PIT,,
20150605,PIT,ATL,0
20150606,PIT,ATL,0
20150607,PIT,ATL,0
20150608,PIT,MIL,1
20150609,PIT,MIL,1
20150610,PIT,MIL,1
20150611,PIT,,
20150612,PIT,PHI,1
20150613,PIT,PHI,1
20150614,PIT,PHI,1
20150615,PIT,CWS,1
20150616,PIT,CWS,1
20150617,PIT,CWS,0
20150618,PIT,CWS,0
20150619,PIT,WSH,0
20150620,PIT,WSH,0
20150621,PIT,WSH,0
20150622,PIT,,
20150623,PIT,CIN,1
20150624,PIT,CIN,1
20150625,PIT,CIN,1
20150626,PIT,ATL,1
20150627,PIT,ATL,1
20150628,PIT,ATL,1
20150629,PIT,,
20150630,PIT,DET,0
20150701,PIT,DET,0
20150702,PIT,DET,0
20150703,PIT,CLE,1
20150704,PIT,CLE,1
20150705,PIT,CLE,1
20150706,PIT,SD,1
20150707,PIT,SD,1
20150708,PIT,SD,1
20150709,PIT,STL,1
20150710,PIT,STL,1
20150711,PIT,STL,1
20150712,PIT,STL,1
20150713,PIT,,
20150714,PIT,,
20150715,PIT,,
20150716,PIT,,
20150717,PIT,MIL,0
20150718,PIT,MIL,0
20150719,PIT,MIL,0
20150720,PIT,KC,0
20150721,PIT,KC,0
20150722,PIT,KC,0
20150723,PIT,WSH,1
20150724,PIT,WSH,1
20150725,PIT,WSH,1
20150726,PIT,WSH,1
20150727,PIT,,
20150728,PIT,MIN,0
20150729,PIT,MIN,0
20150730,PIT,CIN,0
20150731,PIT,CIN,0
20150801,PIT,CIN,0
20150802,PIT,CIN,0
20150803,PIT,CHC,1
20150804,PIT,CHC,1
20150805,PIT,CHC,1
20150806,PIT,,
20150807,PIT,LAD,1
20150808,PIT,LAD,1
20150809,PIT,LAD,1
20150810,PIT,,
20150811,PIT,STL,0
20150812,PIT,STL,0
20150813,PIT,STL,0
20150814,PIT,NYM,0
20150815,PIT,NYM,0
20150816,PIT,NYM,0
20150817,PIT,ARI,1
20150818,PIT,ARI,1
20150819,PIT,ARI,1
20150820,PIT,SF,1
20150821,PIT,SF,1
20150822,PIT,SF,1
20150823,PIT,SF,1
20150824,PIT,MIA,0
20150825,PIT,MIA,0
20150826,PIT,MIA,0
20150827,PIT,MIA,0
20150828,PIT,COL,1
20150829,PIT,COL,1
20150830,PIT,COL,1
20150831,PIT,,
20150901,PIT,MIL,0
20150902,PIT,MIL,0
20150903,PIT,MIL,0
20150904,PIT,STL,0
20150905,PIT,STL,0
20150906,PIT,STL,0
20150907,PIT,CIN,0
20150908,PIT,CIN,0
20150909,PIT,CIN,0
20150910,PIT,MIL,1
20150911,PIT,MIL,1
20150912,PIT,MIL,1
20150913,PIT,MIL,1
20150914,PIT,,
20150915,PIT,CHC,1
20150916,PIT,CHC,1
20150917,PIT,CHC,1
20150918,PIT,LAD,0
20150919,PIT,LAD,0
20150920,PIT,LAD,0
20150921,PIT,COL,0
20150922,PIT,COL,0
20150923,PIT,COL,0
20150924,PIT,COL,0
20150925,PIT,CHC,0
20150926,PIT,CHC,0
20150927,PIT,CHC,0
20150928,PIT,STL,1
20150929,PIT,STL,1
20150930,PIT,STL,1
20151001,PIT,,
20151002,PIT,CIN,1
20151003,PIT,CIN,1
20151004,PIT,CIN,1
20150405,SD,,
20150406,SD,LAD,0
20150407,SD,LAD,0
20150408,SD,LAD,0
20150409,SD,SF,1
20150410,SD,SF,1
20150411,SD,SF,1
20150412,SD,SF,1
20150413,SD,ARI,1
20150414,SD,ARI,1
20150415,SD,ARI,1
20150416,SD,,
20150417,SD,CHC,0
20150418,SD,CHC,0
20150419,SD,CHC,0
20150420,SD,COL,0
20150421,SD,COL,0
20150422,SD,COL,0
20150423,SD,COL,0
20150424,SD,LAD,1
20150425,SD,LAD,1
20150426,SD,LAD,1
20150427,SD,HOU,1
20150428,SD,HOU,1
20150429,SD,HOU,1
20150430,SD,,
20150501,SD,COL,1
20150502,SD,COL,1
20150503,SD,COL,1
20150504,SD,SF,0
20150505,SD,SF,0
20150506,SD,SF,0
20150507,SD,ARI,0
20150508,SD,ARI,0
20150509,SD,ARI,0
20150510,SD,ARI,0
20150511,SD,,
20150512,SD,SEA,0
20150513,SD,SEA,0
20150514,SD,WSH,1
20150515,SD,WSH,1
20150516,SD,WSH,1
20150517,SD,WSH,1
20150518,SD,,
20150519,SD,CHC,1
20150520,SD,CHC,1
20150521,SD,CHC,1
20150522,SD,LAD,0
20150523,SD,LAD,0
20150524,SD,LAD,0
20150525,SD,LAA,0
20150526,SD,LAA,0
20150527,SD,LAA,0
20150528,SD,PIT,1
20150529,SD,PIT,1
20150530,SD,PIT,1
20150531,SD,PIT,1
20150601,SD,NYM,1
20150602,SD,NYM,1
20150603,SD,NYM,1
20150604,SD,,
20150605,SD,CIN,0
20150606,SD,CIN,0
20150607,SD,CIN,0
20150608,SD,ATL,0
20150609,SD,ATL,0
20150610,SD,ATL,0
20150611,SD,ATL,0
20150612,SD,LAD,1
20150613,SD,LAD,1
20150614,SD,LAD,1
20150615,SD,OAK,1
20150616,SD,OAK,1
20150617,SD,OAK,0
20150618,SD,OAK,0
20150619,SD,ARI,0
20150620,SD,ARI,0
20150621,SD,ARI,0
20150622,SD,,
20150623,SD,SF,0
20150624,SD,SF,0
20150625,SD,SF,0
20150626,SD,ARI,1
20150627,SD,ARI,1
20150628,SD,ARI,1
20150629,SD,,
20150630,SD,SEA,1
20150701,SD,SEA,1
20150702,SD,STL,0
20150703,SD,STL,0
20150704,SD,STL,0
20150705,SD,STL,0
20150706,SD,PIT,0
20150707,SD,PIT,0
20150708,SD,PIT,0
20150709,SD,,
20150710,SD,TEX,0
20150711,SD,TEX,0
20150712,SD,TEX,0
20150713,SD,,
20150714,SD,,
20150715,SD,,
20150716,SD,,
20150717,SD,COL,1
20150718,SD,COL,1
20150719,SD,COL,1
20150720,SD,SF,1
20150721,SD,SF,1
20150722,SD,SF,1
20150723,SD,MIA,1
20150724,SD,MIA,1
20150725,SD,MIA,1
20150726,SD,MIA,1
20150727,SD,,
20150728,SD,NYM,0
20150729,SD,NYM,0
20150730,SD,NYM,0
20150731,SD,MIA,0
20150801,SD,MIA,0
20150802,SD,MIA,0
20150803,SD,MIL,0
20150804,SD,MIL,0
20150805,SD,MIL,0
20150806,SD,MIL,0
20150807,SD,PHI,1
20150808,SD,PHI,1
20150809,SD,PHI,1
20150810,SD,CIN,1
20150811,SD,CIN,1
20150812,SD,CIN,1
20150813,SD,,
20150814,SD,COL,0
20150815,SD,COL,0
20150816,SD,COL,0
20150817,SD,ATL,1
20150818,SD,ATL,1
20150819,SD,ATL,1
20150820,SD,,
20150821,SD,STL,1
20150822,SD,STL,1
20150823,SD,STL,1
20150824,SD,,
20150825,SD,WSH,0
20150826,SD,WSH,0
20150827,SD,WSH,0
20150828,SD,PHI,0
20150829,SD,PHI,0
20150830,SD,PHI,0
20150831,SD,TEX,1
20150901,SD,TEX,1
20150902,SD,TEX,1
20150903,SD,LAD,1
20150904,SD,LAD,1
20150905,SD,LAD,1
20150906,SD,LAD,1
20150907,SD,COL,1
20150908,SD,COL,1
20150909,SD,COL,1
20150910,SD,,
20150911,SD,SF,0
20150912,SD,SF,0
20150913,SD,SF,0
20150914,SD,ARI,0
20150915,SD,ARI,0
20150916,SD,ARI,0
20150917,SD,,
20150918,SD,COL,0
20150919,SD,COL,0
20150920,SD,COL,0
20150921,SD,,
20150922,SD,SF,1
20150923,SD,SF,1
20150924,SD,SF,1
20150925,SD,ARI,1
20150926,SD,ARI,1
20150927,SD,ARI,1
20150928,SD,,
20150929,SD,MIL,1
20150930,SD,MIL,1
20151001,SD,MIL,1
20151002,SD,LAD,0
20151003,SD,LAD,0
20151004,SD,LAD,0
20150405,SF,,
20150406,SF,ARI,0
20150407,SF,ARI,0
20150408,SF,ARI,0
20150409,SF,SD,0
20150410,SF,SD,0
20150411,SF,SD,0
20150412,SF,SD,0
20150413,SF,COL,1
20150414,SF,COL,1
20150415,SF,COL,1
20150416,SF,ARI,1
20150417,SF,ARI,1
20150418,SF,ARI,1
20150419,SF,ARI,1
20150420,SF,,
20150421,SF,LAD,1
20150422,SF,LAD,1
